,JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
415,0,2003-09-11,0,83,2,1,0,1,2,1,0,2,0
416,0,2005-06-08,59,141,0,3,0,3,2,5,1,1,1
417,0,2002-07-04,11,8,4,1,2,1,2,1,1,4,3
418,1,2002-07-04,4,8,4,1,2,1,2,1,1,1,0
419,1,1998-04-29,0,1,0,1,2,1,2,2,1,2,0
420,0,1997-08-25,0,5,0,3,4,3,2,5,3,2,0
421,0,2001-05-03,0,5,3,1,4,5,2,5,0,2,0
422,0,1996-01-21,4,7,0,3,2,7,2,2,5,2,0
423,1,2004-03-02,4,8,2,1,4,3,1,2,3,3,0
424,0,1997-08-21,11,34,2,1,4,2,2,2,1,2,3
425,1,2001-11-27,2,142,2,1,2,3,1,2,5,3,0
426,1,2004-12-03,0,143,2,1,1,13,3,4,4,2,0
427,0,1995-12-05,4,8,2,1,2,3,2,2,3,2,0
428,0,2001-05-18,3,7,2,1,2,5,2,5,2,2,0
429,0,1999-03-19,0,5,2,1,4,2,1,5,0,2,0
430,1,2002-09-15,1,33,2,1,1,0,2,4,0,2,0
431,1,1997-09-24,4,34,2,1,0,1,2,1,1,2,0
432,0,1997-10-12,0,67,2,1,2,3,2,2,3,2,0
433,1,2003-11-07,1,2,2,1,1,1,2,4,0,0,0
434,1,1999-12-08,0,5,2,1,2,1,2,2,2,3,0
435,1,2004-03-04,55,144,0,1,0,0,1,1,4,2,0
436,1,2003-01-23,60,145,0,3,2,3,3,2,6,3,0
437,0,1997-08-22,0,1,0,3,2,3,2,2,3,2,0
438,0,1996-07-18,0,67,2,1,0,12,2,1,3,2,0
439,1,2006-09-13,61,146,6,1,2,0,4,2,6,4,1
440,1,2004-07-11,4,147,2,1,2,3,2,2,6,3,1
441,1,1999-01-26,1,7,2,1,4,5,2,5,1,2,0
442,1,2000-08-14,0,1,2,1,2,3,2,3,3,2,0
443,0,2003-08-11,62,148,2,1,0,1,3,1,0,2,1
444,1,2004-01-12,63,2,2,1,1,1,3,4,0,2,0
445,0,2006-11-25,1,149,0,3,6,1,2,4,9,2,1
446,0,1998-12-21,0,67,2,1,2,3,2,2,3,2,0
447,0,2002-07-22,4,150,5,1,10,0,2,5,7,2,1
448,1,2003-12-11,0,2,2,1,1,7,2,4,0,0,0
449,0,2005-01-21,0,101,2,1,1,1,3,1,6,2,1
450,0,1998-11-29,0,2,2,1,0,0,2,1,1,2,0
451,0,2002-07-24,0,83,4,1,2,3,2,2,3,3,0
452,0,1998-06-15,4,8,2,1,2,3,2,2,3,2,0
453,0,2003-05-20,1,17,2,1,1,1,3,4,3,2,0
454,0,1997-11-10,0,33,2,1,2,0,2,2,4,2,0
455,0,1996-12-18,64,151,2,1,2,0,2,2,1,2,0
456,0,1999-07-31,4,45,2,1,4,2,2,2,5,3,0
457,0,2001-08-10,0,2,2,1,3,5,2,5,3,2,0
458,1,2003-04-25,1,7,2,1,2,1,2,2,0,2,0
459,0,1996-05-07,0,33,2,1,0,0,2,1,4,2,0
460,0,2003-12-14,10,152,0,1,2,6,5,2,1,1,0
461,0,2000-03-17,3,8,3,1,4,5,2,5,1,1,0
462,1,2004-02-19,1,1,0,4,0,12,1,1,2,4,0
463,0,2000-07-26,0,2,2,1,3,0,1,4,1,2,0
464,1,2003-01-03,65,153,2,1,1,1,3,4,0,0,0
465,0,2005-04-10,1,140,0,1,0,12,1,2,0,2,1
466,0,2000-04-09,0,2,2,1,1,1,2,4,0,2,0
467,1,2002-12-01,1,2,2,1,0,3,2,4,3,2,0
468,1,2003-09-13,4,113,2,1,3,1,2,3,0,2,0
469,1,2005-08-05,53,154,2,1,2,7,2,2,0,2,0
470,1,2004-03-15,0,1,2,1,0,3,1,1,3,3,0
471,0,1999-11-30,4,7,2,1,4,3,2,5,4,3,0
472,1,2004-01-06,0,17,0,0,0,1,1,2,9,3,1
473,0,2003-02-08,3,26,2,1,0,3,2,1,10,2,0
474,1,1996-12-31,0,1,0,3,2,5,2,3,4,2,0
475,1,1997-07-13,0,5,0,3,2,1,2,5,2,2,0
476,1,2000-12-04,4,7,4,1,1,1,2,2,0,2,0
477,1,2001-10-10,1,83,2,1,2,3,2,2,3,2,0
478,0,1998-08-31,0,1,0,3,0,0,2,5,1,2,0
479,0,2001-06-21,66,155,0,2,2,0,1,2,4,3,1
480,1,2001-11-02,4,7,3,1,0,0,1,1,1,3,0
481,1,2005-07-13,1,140,2,1,0,1,1,1,2,4,0
482,1,2001-04-06,4,156,2,1,2,3,1,2,3,3,1
483,1,1996-04-20,4,8,2,1,2,3,2,2,3,2,0
484,0,2002-08-04,67,94,4,1,5,13,3,0,1,1,1
485,0,2000-09-27,0,1,4,1,0,9,2,5,1,1,1
486,1,2003-08-25,1,51,0,3,2,1,2,2,0,2,1
487,0,2003-05-02,4,7,2,1,2,2,2,1,3,2,0
488,0,2005-07-19,3,157,6,1,0,9,2,1,4,2,1
489,0,2000-03-29,1,2,2,1,2,3,2,2,1,1,0
490,0,2006-06-06,53,158,0,0,1,0,2,4,4,3,1
491,0,2000-11-06,0,53,4,1,0,1,2,2,1,4,0
492,0,2005-08-08,1,159,0,1,1,13,2,2,0,2,0
493,0,1999-04-14,0,17,2,1,2,5,2,2,1,2,0
494,0,2001-10-19,0,1,4,1,2,1,2,2,2,3,0
495,0,2001-09-17,0,2,2,1,0,3,2,1,1,2,0
496,0,2000-05-16,4,7,2,1,0,1,2,2,3,4,0
497,0,1999-02-25,4,34,2,1,2,2,2,1,1,2,0
498,0,2000-04-10,4,113,2,1,2,1,2,2,1,1,0
499,0,1999-12-30,0,2,2,1,2,3,2,2,1,2,0
500,0,1999-12-13,4,26,2,1,1,12,3,2,1,2,0
501,0,2001-08-09,4,26,2,1,0,0,1,2,1,2,0
502,0,2000-12-28,4,8,2,1,2,1,1,5,1,1,0
503,0,1999-06-21,4,55,2,1,1,0,2,1,1,2,0
504,0,2002-09-14,68,83,4,1,2,1,2,2,1,3,0
505,0,1999-09-04,0,2,2,1,4,3,2,1,3,2,0
506,0,1997-03-21,4,34,2,1,2,2,2,2,1,2,1
507,0,1998-06-21,4,7,2,1,2,2,1,5,2,3,0
508,0,1999-12-30,0,2,2,1,0,1,2,3,1,2,0
509,0,2003-05-13,1,121,0,1,1,1,2,4,0,2,0
510,0,2000-10-02,23,160,3,1,4,5,2,5,1,2,1
511,0,2000-09-02,3,160,2,1,1,2,1,1,1,1,0
512,0,2004-06-21,1,161,0,4,1,1,2,4,0,2,1
513,0,2004-05-20,0,162,0,4,1,1,2,1,5,3,1
514,0,1999-07-02,0,59,2,1,6,14,3,8,1,2,0
515,0,2004-04-20,69,163,2,1,1,2,2,1,3,2,0
516,0,2000-06-21,0,35,2,1,2,7,3,1,5,2,0
517,1,2003-05-22,17,164,2,1,1,1,3,4,0,2,0
518,0,1999-07-04,0,41,2,1,1,1,2,3,1,1,0
519,0,1998-04-15,0,1,2,1,0,1,2,2,0,2,0
520,1,2002-06-08,0,5,4,1,3,1,2,3,1,4,0
521,1,1998-05-09,0,41,2,1,2,5,2,1,0,3,0
522,1,2002-05-21,0,5,3,1,2,2,2,1,1,4,0
523,1,2000-06-09,0,1,2,1,8,12,2,1,1,2,0
524,1,2007-04-12,13,165,0,1,2,3,1,2,3,4,4
525,1,2003-05-19,1,2,2,1,1,1,3,4,0,0,0
526,0,2003-05-13,0,28,0,0,1,1,3,4,0,2,0
527,1,2004-07-13,70,166,2,1,0,0,3,2,6,2,0
528,1,2004-05-21,71,167,2,1,9,13,3,4,6,3,0
529,1,2003-05-24,72,168,2,1,1,0,2,4,6,4,0
530,0,2005-03-26,73,169,0,5,0,7,1,1,3,4,0
531,1,2005-03-30,1,107,0,1,0,2,2,1,0,0,0
532,1,1998-12-02,4,8,2,1,0,2,1,2,1,2,0
533,0,2007-09-14,0,83,2,1,2,5,2,1,10,2,1
534,0,2002-03-08,4,170,4,1,2,0,2,1,1,4,0
535,0,2003-01-25,0,2,0,4,1,2,2,4,12,2,0
536,0,2005-09-09,0,171,4,1,0,0,1,1,1,1,4
537,0,2000-05-02,4,34,4,1,2,3,2,2,1,1,0
538,0,1995-03-13,56,172,2,1,2,1,2,1,0,2,0
539,1,2000-11-08,4,7,3,1,2,2,1,2,2,3,1
540,1,2004-08-17,74,173,2,1,0,3,2,2,3,2,0
541,1,2004-05-03,3,34,0,1,1,0,1,4,1,1,0
542,1,2003-10-01,1,83,2,1,2,3,2,2,3,2,0
543,1,2004-07-28,6,174,0,0,0,2,2,1,6,3,0
544,0,1999-07-13,0,104,2,1,8,12,2,1,2,2,0
545,0,2002-08-02,1,93,3,1,2,5,2,2,1,2,1
546,0,1997-12-19,0,1,2,1,4,1,2,1,1,2,0
547,0,2001-04-04,0,2,2,1,0,1,1,4,0,3,0
548,0,2003-03-15,4,8,4,1,0,1,2,2,0,3,0
549,0,1998-08-16,0,2,2,1,0,0,2,1,1,2,0
550,0,1997-06-17,0,10,2,1,2,1,2,2,1,2,0
551,0,2001-11-16,4,45,4,1,1,1,2,2,1,1,0
552,0,1998-02-20,4,7,2,1,2,3,2,2,0,2,0
553,0,2000-06-20,4,8,2,1,2,2,2,2,3,2,0
554,0,1997-11-19,38,175,5,3,0,1,2,2,1,2,0
555,0,2005-11-14,4,176,0,1,0,0,4,2,4,4,0
556,0,2004-03-15,10,152,3,1,2,5,2,2,1,2,1
557,0,2003-11-13,4,157,2,1,0,2,2,1,0,0,0
558,0,1998-04-15,24,8,2,1,1,0,2,1,4,2,0
559,0,2001-06-25,75,7,4,1,0,14,2,2,1,4,0
560,0,2006-09-05,4,177,0,0,2,3,4,2,9,3,1
561,0,2000-10-14,0,2,2,1,0,1,1,3,1,2,0
562,0,1997-07-04,4,8,2,1,2,3,2,2,3,2,0
563,0,2002-09-26,76,2,4,1,1,1,2,4,0,2,1
564,0,2000-05-24,4,8,2,1,2,3,1,2,3,4,0
565,0,2000-05-05,4,8,2,1,2,3,2,2,1,2,0
566,0,2003-10-23,1,83,2,1,0,1,3,1,0,0,0
567,0,2002-01-10,0,2,2,1,2,3,1,5,3,3,0
568,0,1996-05-25,4,34,0,3,5,13,2,0,4,2,0
569,0,2000-11-20,1,5,0,4,0,2,1,1,4,3,0
570,0,2000-09-05,57,2,2,1,1,0,1,1,1,2,1
571,0,2005-01-22,4,6,2,1,1,0,2,4,1,1,0
572,0,1998-07-31,0,2,2,1,3,3,2,3,1,2,0
573,0,2003-10-03,4,8,0,1,2,3,4,2,3,4,0
574,0,2006-03-09,4,48,2,1,2,3,1,2,3,3,1
575,0,2005-08-29,1,178,0,0,2,7,2,1,1,1,0
576,0,2003-01-07,12,179,4,1,2,3,2,5,3,3,0
577,0,2006-04-01,1,22,0,1,1,1,1,1,1,1,0
578,0,1999-07-07,4,34,2,1,2,3,2,1,1,2,0
579,0,1999-11-07,0,1,2,1,2,0,2,1,4,2,0
580,0,1996-02-02,4,34,0,3,0,0,2,2,4,2,0
581,0,1998-12-03,0,2,2,1,0,0,2,1,4,2,0
582,0,2001-08-31,0,33,4,1,1,2,2,1,1,1,0
583,0,1999-06-24,4,8,2,1,2,6,2,5,3,2,0
584,0,2002-09-08,0,41,4,1,0,1,2,4,0,0,1
585,0,2000-04-22,12,28,2,1,0,1,2,1,4,0,3
586,0,2000-04-23,12,28,2,1,0,1,2,1,4,2,0
587,0,2000-04-23,12,82,2,1,0,1,2,1,4,2,3
588,0,2004-01-01,4,26,2,1,2,3,1,1,3,3,0
589,0,2003-09-19,39,180,0,4,1,3,1,4,3,3,1
590,0,2002-07-18,0,83,4,1,3,3,2,2,3,2,1
591,0,2003-05-28,77,15,2,1,1,1,3,1,0,2,0
592,0,1999-05-25,5,181,2,1,2,12,2,2,6,2,1
593,0,2003-12-04,0,10,2,1,2,1,2,2,4,3,0
594,0,1998-01-05,4,8,2,1,0,3,2,2,3,2,1
595,0,2003-03-11,1,182,0,1,2,2,1,4,0,3,0
596,0,2002-09-20,0,67,2,1,2,3,1,2,3,3,0
597,0,2002-11-17,0,99,4,1,1,1,2,4,1,4,0
598,0,2002-01-05,4,8,4,1,2,3,2,2,3,2,0
599,0,2000-01-10,15,183,2,1,2,0,2,1,1,2,0
600,0,2002-04-20,0,2,4,1,2,1,2,2,0,2,0
601,0,2002-10-27,4,6,4,1,1,1,2,1,1,1,0
602,0,2007-10-04,4,31,0,1,1,1,2,2,3,4,1
603,0,2001-03-21,4,7,4,1,1,1,2,1,1,4,0
604,0,1999-05-21,4,8,2,1,6,12,2,2,3,2,0
605,0,2000-10-01,4,7,2,1,2,3,2,2,3,3,0
606,0,1999-05-17,0,2,2,1,3,3,2,2,1,2,0
607,0,2003-11-22,4,7,2,1,2,0,2,2,2,3,0
608,0,2004-08-23,0,16,2,1,0,3,2,1,3,2,0
609,0,2005-10-09,4,184,0,1,0,0,2,4,1,1,0
610,0,2004-01-28,0,5,2,1,1,1,2,0,0,2,0
611,0,1999-02-12,0,10,2,1,2,1,2,2,2,3,0
612,0,2003-09-08,3,8,2,1,0,1,2,1,0,2,0
613,0,2003-12-07,0,5,2,1,0,2,2,3,1,1,0
614,0,1999-09-14,78,93,2,1,1,1,2,1,1,2,0
615,0,2006-01-21,4,185,0,1,1,1,2,4,4,3,1
616,0,2000-10-23,11,51,2,1,1,1,2,4,4,2,1
617,0,2004-09-23,0,186,2,1,2,1,2,2,0,2,0
618,0,2002-01-26,11,41,4,1,2,2,2,2,1,1,1
619,0,2004-03-06,1,83,2,1,0,3,2,1,3,2,0
620,0,2003-06-06,0,2,2,1,1,1,2,4,0,2,0
621,0,2001-03-22,4,7,2,1,4,5,2,5,0,2,0
622,0,2003-05-10,0,10,2,1,0,1,2,5,11,1,0
623,0,2003-12-24,79,17,2,1,1,0,3,1,6,3,0
624,0,2005-07-27,4,77,2,1,0,0,2,1,4,2,0
625,0,1997-12-31,4,8,2,1,2,1,2,3,1,2,0
626,0,2004-12-29,6,187,2,1,0,3,2,1,3,2,1
627,0,2002-07-26,4,7,2,1,2,0,2,1,4,3,0
628,0,2005-03-30,3,45,4,1,1,0,2,8,9,2,0
629,0,1998-07-21,0,1,2,1,3,1,2,1,0,2,0
630,0,2003-03-22,0,59,0,2,1,0,2,1,0,2,0
631,0,2004-08-06,0,1,2,1,0,1,3,1,0,0,0
632,0,2002-02-01,4,8,2,1,2,3,2,2,3,3,0
633,0,2005-07-05,1,161,0,1,1,2,1,1,2,3,0
634,0,1998-04-07,4,7,0,3,2,3,2,2,3,2,0
635,0,1998-08-27,0,1,2,1,0,2,2,3,1,2,0
636,0,1997-02-14,4,7,2,1,2,1,2,1,1,2,0
637,0,2000-03-18,0,33,2,1,0,1,2,1,1,2,0
638,0,1999-03-19,0,1,2,1,2,2,2,2,3,2,0
639,0,1997-10-31,4,7,0,3,2,3,2,2,3,2,0
640,0,2004-09-10,3,7,0,3,2,3,2,2,1,1,1
641,0,1999-10-27,4,7,2,1,3,3,1,2,0,2,0
642,0,1998-10-17,0,5,0,3,1,1,2,1,1,2,0
643,0,2000-04-26,0,16,2,1,1,1,2,2,0,3,0
644,0,2004-03-24,3,26,0,3,1,1,2,3,4,3,0
645,0,1999-07-03,4,8,2,1,0,0,2,1,0,2,0
646,0,2002-11-02,1,10,2,1,2,1,2,2,0,2,0
647,0,1996-04-12,80,29,2,1,1,1,2,5,1,2,0
648,0,2004-06-22,0,5,2,1,0,1,2,4,0,2,0
649,0,1997-05-28,4,8,2,1,2,3,2,2,3,2,0
650,0,2004-04-05,0,16,2,1,1,1,2,2,0,2,0
651,0,1998-04-19,0,41,2,1,1,1,1,4,0,3,0
652,0,2001-09-13,4,45,4,1,2,1,2,1,1,1,0
653,0,2002-10-11,5,30,0,1,2,1,2,8,0,2,1
654,0,2004-06-13,0,188,4,1,1,1,2,5,1,1,1
655,0,2001-09-28,0,41,4,1,2,8,2,8,8,0,0
656,0,2004-06-26,4,8,2,1,1,1,3,2,4,3,0
657,0,2000-08-17,12,189,2,1,0,7,2,1,1,2,1
658,0,2004-05-13,81,190,0,3,0,3,2,4,3,2,0
659,0,2003-06-25,4,150,0,0,0,0,4,4,1,1,0
660,0,2000-05-01,4,8,2,1,2,3,2,2,3,3,0
661,0,2004-09-01,0,191,2,1,0,3,2,1,3,2,0
662,0,2003-11-11,8,192,3,1,0,0,3,2,5,2,0
663,0,2001-03-13,0,2,3,1,0,2,1,3,4,3,1
664,0,2004-04-02,1,17,0,1,1,1,3,4,0,0,0
665,0,1998-06-11,4,8,2,1,2,3,2,2,3,2,0
666,0,2003-07-23,1,54,0,1,0,2,2,1,0,2,0
667,0,2004-07-20,0,1,2,1,1,1,2,2,0,3,0
668,0,2002-12-24,1,29,2,1,0,3,2,1,3,2,0
669,0,2008-01-06,0,193,0,4,5,15,3,8,4,3,1
670,0,2004-01-13,0,194,0,4,4,1,2,5,0,2,1
671,0,2000-08-26,0,2,2,1,4,5,2,4,0,3,1
672,0,1997-10-25,0,1,0,3,1,0,2,3,4,2,0
673,0,2000-11-03,4,113,2,1,9,12,2,4,6,2,0
674,0,2001-10-23,3,6,2,1,1,1,1,3,0,3,0
675,0,1996-08-01,0,1,0,1,2,6,2,2,0,2,0
676,0,2004-09-01,0,2,2,1,0,0,2,1,1,1,0
677,0,2000-05-24,63,195,2,1,2,14,1,2,1,2,0
678,0,2002-12-06,0,2,2,1,0,1,2,1,1,1,0
679,0,2000-06-24,3,34,2,1,2,3,1,2,1,1,0
680,0,1998-07-23,4,7,2,1,2,1,2,2,0,2,0
681,0,1999-12-08,0,1,4,1,4,1,2,5,1,1,0
682,0,2002-04-01,4,56,4,1,0,1,2,2,1,4,0
683,0,2005-09-06,1,196,0,3,1,14,3,4,1,1,0
684,0,1999-10-15,0,1,2,1,2,2,1,2,1,2,0
685,0,2000-09-02,4,7,4,1,1,1,2,3,1,1,0
686,0,1997-03-27,0,1,0,3,4,1,2,5,1,2,0
687,0,1997-08-25,0,33,2,1,2,0,2,1,0,2,0
688,0,1998-04-07,4,7,2,1,2,3,2,2,3,2,0
689,1,2008-07-22,3,8,0,1,0,3,1,2,3,3,1
690,1,2003-04-08,4,8,4,1,3,3,2,3,3,2,0
691,1,2005-04-21,1,197,0,4,1,10,5,4,5,2,0
692,1,2003-03-22,1,5,2,1,0,3,2,2,3,2,0
693,1,2003-03-22,1,5,3,1,2,5,2,2,1,2,3
694,1,2002-01-17,0,14,2,1,1,1,3,1,4,2,1
695,0,2003-06-26,1,29,0,1,1,1,3,4,0,2,1
696,1,2006-05-04,1,5,0,4,2,1,2,2,0,2,1
697,1,2001-11-01,1,35,3,1,2,5,2,2,1,2,1
698,1,2003-11-13,82,198,2,1,1,1,3,1,1,1,0
699,1,2000-12-07,4,26,2,1,1,0,2,1,1,2,0
700,1,1998-04-20,4,26,2,1,0,0,2,2,1,2,0
701,1,1999-08-19,4,56,2,1,2,5,2,1,1,2,0
702,0,1999-04-12,4,7,2,1,2,0,3,2,1,2,0
703,0,2000-05-17,78,199,2,1,0,0,2,1,6,2,0
704,0,2004-10-22,0,2,2,1,1,1,2,4,1,1,0
705,1,2005-05-10,4,8,4,1,0,2,2,2,2,3,0
706,0,2005-10-25,53,200,2,1,2,15,3,2,1,1,1
707,0,2003-05-25,0,29,0,4,5,13,3,4,0,2,0
708,1,2006-02-17,53,158,4,1,2,2,1,2,2,3,1
709,1,2001-02-11,83,7,2,1,2,2,1,1,1,4,0
710,0,2006-06-28,0,201,0,1,5,13,3,8,0,2,1
711,0,2001-10-20,84,202,4,1,6,13,3,4,1,1,0
712,1,2003-06-26,4,26,2,1,5,12,3,8,6,2,0
713,1,2004-02-04,1,2,2,1,1,1,3,1,0,2,0
714,1,1997-08-27,0,1,0,3,1,1,2,4,0,2,0
715,1,2004-04-25,4,8,0,1,2,3,1,2,3,2,0
716,1,2004-03-16,85,203,2,1,0,1,3,1,0,2,0
717,1,2002-07-11,0,5,4,1,0,1,2,4,0,2,0
718,1,2005-01-13,1,204,2,1,1,1,1,4,0,3,0
719,1,2004-02-07,4,8,2,1,2,2,1,2,2,3,0
720,0,1997-11-22,0,33,2,1,2,3,2,2,1,2,0
721,0,2000-11-10,0,41,4,1,2,1,2,2,0,2,1
722,0,2003-05-16,4,45,2,1,1,1,2,4,3,2,0
723,1,2000-07-15,86,51,3,1,4,5,2,5,1,3,0
724,0,2000-09-18,11,1,2,1,2,7,2,2,1,2,1
725,1,2003-10-07,86,28,0,1,2,1,2,2,4,2,0
726,0,2001-05-01,0,5,4,1,0,1,2,4,0,2,1
727,0,1997-11-17,0,33,0,3,1,1,2,2,2,2,0
728,0,2004-11-22,4,130,0,1,0,1,1,1,4,4,0
729,1,2001-11-14,4,7,3,1,2,0,1,2,4,3,1
730,1,1998-04-26,4,7,2,1,2,3,2,2,3,2,0
731,1,2002-03-13,1,1,2,1,4,2,2,5,1,1,0
732,0,2002-11-13,3,7,2,1,0,2,2,1,0,0,0
733,1,1997-11-04,0,7,0,3,2,3,2,2,1,2,0
734,1,2003-11-30,1,33,0,1,1,1,3,4,3,2,0
735,1,1999-05-12,4,8,2,1,0,2,1,1,1,2,0
736,1,2004-05-13,4,8,2,1,0,3,2,1,0,2,0
737,0,2003-08-30,78,205,0,1,1,3,2,3,1,1,0
738,1,2001-06-25,0,2,2,1,6,1,2,5,8,2,0
739,1,2004-02-14,63,206,2,1,0,3,3,1,3,2,0
740,0,1998-07-24,4,7,2,1,2,0,2,2,3,2,0
741,0,1999-04-13,0,1,2,1,3,2,2,5,1,2,0
742,1,1997-10-30,4,8,2,1,1,0,2,2,1,2,0
743,0,2001-04-11,4,7,3,1,4,5,2,5,1,1,0
744,1,1998-07-19,4,8,2,1,2,3,2,2,3,3,0
745,0,2002-11-23,0,28,0,4,0,1,1,3,1,1,1
746,1,1998-10-01,4,8,2,1,2,3,1,2,3,3,0
747,0,1998-04-29,4,34,2,1,2,0,2,2,4,2,0
748,0,2000-03-03,0,51,2,1,4,1,2,1,5,2,0
749,1,2006-01-29,3,207,0,0,0,1,2,4,6,3,0
750,0,1996-12-10,4,56,2,1,4,0,2,5,4,2,0
751,0,2001-04-19,87,208,2,1,4,2,1,5,1,1,0
752,1,2002-01-18,65,153,2,1,1,0,2,1,1,2,0
753,0,1995-04-13,2,3,5,3,2,3,2,2,1,2,0
754,1,2002-09-28,1,85,2,1,1,1,3,4,0,0,0
755,1,2002-10-21,4,7,2,1,2,3,1,1,13,2,0
756,1,2002-10-07,3,34,0,1,2,2,1,2,2,3,0
757,0,1996-11-08,4,8,3,1,2,3,2,2,1,2,0
758,0,1998-12-02,0,67,2,1,2,3,2,2,3,2,0
759,1,1998-03-12,4,8,2,1,8,12,2,11,6,2,0
760,1,2004-03-04,3,26,0,3,2,7,1,2,5,3,0
761,1,1996-10-02,0,54,2,1,2,3,2,2,1,2,0
762,0,1999-10-23,4,6,2,1,2,12,2,2,0,2,0
763,1,2006-10-19,0,209,0,3,1,1,1,1,2,2,4
764,1,2004-09-19,88,83,0,1,1,1,3,1,5,0,0
765,0,1999-10-17,39,210,2,1,2,2,2,2,3,2,0
766,1,1997-05-04,4,8,2,1,0,3,2,1,3,2,0
767,0,2004-05-21,4,7,2,1,1,3,3,1,3,2,0
768,1,1999-06-02,4,26,2,1,2,3,2,2,1,2,0
769,1,2006-10-11,89,211,0,1,11,13,3,4,1,1,4
770,1,2003-08-11,0,33,2,1,5,2,2,1,1,1,0
771,0,2000-12-07,3,7,2,1,1,0,1,4,1,1,0
772,1,2002-06-29,0,67,0,1,1,1,3,1,3,2,0
773,1,2000-02-05,4,2,2,1,3,0,2,3,1,2,0
774,0,1997-07-26,4,7,0,3,4,5,2,2,2,2,0
775,1,2003-10-29,1,2,2,1,1,1,2,3,1,1,0
776,1,2004-04-18,1,2,0,4,2,1,2,1,1,1,0
777,1,2002-05-25,1,2,2,1,1,1,2,4,0,2,1
778,1,2001-11-02,4,28,2,1,0,1,3,5,0,2,1
779,1,2001-06-04,0,10,4,1,2,2,2,2,1,1,0
780,1,1998-10-16,4,8,2,1,2,2,4,2,5,3,0
781,0,2001-07-06,1,29,3,1,4,5,2,5,0,2,0
782,1,2002-06-18,1,33,0,5,5,4,3,4,4,0,0
783,0,2004-03-18,1,54,0,4,1,3,2,5,1,1,0
784,0,1999-03-17,0,212,2,1,0,0,2,1,1,2,0
785,0,2007-06-21,90,213,0,0,2,3,1,2,1,1,1
786,1,2006-05-29,0,1,0,3,2,1,2,2,5,2,1
787,1,1996-12-15,0,1,0,1,4,0,2,3,4,2,0
788,1,2003-09-30,91,5,0,6,0,0,3,1,4,0,0
789,0,2000-01-01,4,34,2,1,0,2,2,1,1,1,0
790,0,2000-10-05,4,8,2,1,2,3,3,2,1,2,0
791,0,2004-06-22,0,35,0,4,1,2,2,1,2,3,0
792,0,1998-12-31,4,34,2,1,4,2,2,2,2,2,0
793,1,2006-05-13,1,188,4,1,1,1,2,4,0,2,4
794,1,2005-04-12,1,214,0,1,0,2,2,4,2,3,1
795,1,2000-05-20,0,67,3,1,2,3,1,2,3,3,0
796,0,2004-09-06,0,215,0,3,0,3,2,8,0,0,0
797,0,2007-11-16,43,216,0,1,1,1,2,4,0,2,2
798,1,2002-07-16,0,17,4,1,1,2,2,8,8,0,4
799,0,1998-10-06,0,2,2,1,8,6,2,3,3,3,0
800,1,2002-06-25,1,104,4,1,2,2,2,2,1,4,0
801,1,2006-07-01,4,77,0,3,1,0,2,4,4,2,1
802,0,2004-01-21,0,5,2,1,1,0,2,1,1,1,0
803,1,2004-08-26,0,35,0,1,2,3,2,1,2,2,0
804,0,2002-01-08,4,8,4,1,2,1,2,2,1,4,0
805,0,1996-06-14,0,2,2,1,1,1,2,4,1,2,0
806,0,2008-02-16,51,217,0,1,1,0,1,1,1,1,1
807,1,2003-01-19,4,55,2,1,0,3,1,1,1,4,0
808,1,2004-04-04,4,8,2,1,2,3,1,2,3,3,0
809,1,1997-07-20,4,7,2,1,2,3,2,2,1,2,0
810,0,2000-12-18,4,218,2,1,1,1,3,4,1,1,0
811,0,2000-04-07,4,8,2,1,1,13,3,2,1,2,0
812,0,2003-01-12,92,219,4,1,2,2,2,4,1,4,1
813,0,1999-08-05,0,2,2,1,4,1,2,5,1,2,0
814,0,2004-09-06,0,5,2,1,0,0,2,2,1,1,0
815,0,2003-10-11,93,41,2,1,0,1,2,2,0,2,0
816,1,2003-12-08,4,8,2,1,2,3,1,2,1,1,0
817,0,2000-08-08,4,220,2,1,2,3,3,8,1,0,0
818,1,1998-01-13,4,7,2,1,2,1,2,2,0,2,0
819,1,2001-07-13,4,8,4,1,2,12,2,2,3,3,0
820,0,2000-07-25,0,35,2,1,2,3,1,2,3,3,0
821,1,2005-04-07,94,221,0,1,2,3,2,2,3,2,0
822,1,2001-06-01,4,12,4,1,2,3,2,2,3,3,0
823,0,2002-09-12,0,6,4,1,2,2,2,2,2,2,0
824,0,2003-05-07,0,10,2,1,2,2,2,2,1,1,0
825,1,1999-09-18,4,55,2,1,1,0,3,1,1,2,0
826,0,2001-10-07,4,8,2,1,2,3,1,2,3,3,0
827,0,2001-09-21,0,83,4,1,2,1,2,4,3,2,0
828,1,2004-08-04,0,143,2,1,0,1,3,1,0,0,0
829,1,1996-06-30,4,8,2,1,0,3,2,2,1,2,0
830,0,1998-02-18,5,51,2,1,1,1,2,3,4,2,0
831,0,2005-03-25,17,222,0,4,1,1,2,4,1,1,0
832,0,1996-12-27,4,139,2,1,2,3,1,2,3,3,0
833,0,2003-10-24,80,223,0,3,1,1,3,4,0,0,1
834,0,2006-10-17,1,224,0,3,1,14,1,4,1,1,1
